"","CID","PROD_TYPE","PROD_MOD","PROD_MOD2","CITY","CITY2","AGE","GEN","INCOME","LOAN","NUM_FREE_VIS","NUM_PAID_VIS","FREE_AV_US","PAID_AV_US","PAID_AV_TIME","PAID_AV_FD","NUM_OVRCH","VISIT3","VISTIME_23"
"1614","ABC1614","SC","SC2","1","KOL","5","38","0","12.74","1","2","2","4718.94","3571.58","198","8.2","0","0",NA
"1615","ABC1615","SC","SC1","0","CHE","4","44","0","15.36","1","3","1","1882.16","7153.02","276","8.7","1",NA,NA
"1616","ABC1616","SB","SB2","4","BNG","1","37","0","10.98","0","2","1","3855.2","8132.88","204","7.9","0",NA,NA
"1617","ABC1617","SB","SB1","6","KOL","5","43","0","12.71","1","2","2","3953.16","2535.04","180","7.8","0","0",NA
"1618","ABC1618","SC","SC2","1","HYD","3","39","0","10.53","1","2","2","3733.62","3879.17","182","7.4","0","0",NA
"1619","ABC1619","SB","SB2","4","DEL","2","40","1","9.93","1","2","1","3318.2","6110.09","338","6.4","1",NA,NA
"1620","ABC1620","SC","SC3","2","DEL","2","46","0","21.66","0","3","1","1310.96","9591.06","229","6.9","0",NA,NA
"1621","ABC1621","SB","SB4","7","HYD","3","49","0","17.47","1","3","0","1647.38",NA,NA,NA,NA,NA,NA
"1622","ABC1622","PB","PB2","10","HYD","3","43","1","13.59","0","2","0","4530.48",NA,NA,NA,NA,NA,NA
"1623","ABC1623","SC","SC3","2","CHE","4","43","0","18.34","0","2","1","3918.84","7621.24","338","7","0",NA,NA
"1624","ABC1624","SC","SC2","1","MUM","0","44","1","14.29","1","2","2","4568.32","3316.79","135","6.6","0","1","298"
"1625","ABC1625","PB","PB2","10","MUM","0","45","0","20.13","0","2","1","3758.46","7459.39","224","5.9","0",NA,NA
"1626","ABC1626","PB","PB1","9","CHE","4","37","1","5.18","0","3","2","3212.99","5809.76","156","8.2","0","0",NA
"1627","ABC1627","PB","PB2","10","HYD","3","53","1","17.83","1","2","1","3479.5","6219.4","240","5.8","0",NA,NA
"1628","ABC1628","SC","SC4","3","DEL","2","33","1","7.63","1","2","1","4210.19","8892.43","300","7.1","0",NA,NA
"1629","ABC1629","SB","SB4","7","HYD","3","45","0","15.9","1","3","0","1836.88",NA,NA,NA,NA,NA,NA
"1630","ABC1630","SC","SC4","3","KOL","5","43","0","15.41","0","3","0","1978.19",NA,NA,NA,NA,NA,NA
"1631","ABC1631","SB","SB5","5","DEL","2","35","1","5.83","1","2","0","3662.29",NA,NA,NA,NA,NA,NA
"1632","ABC1632","SB","SB4","7","MUM","0","44","0","14.58","0","3","0","2372.38",NA,NA,NA,NA,NA,NA
"1633","ABC1633","SB","SB1","6","DEL","2","47","0","20.69","0","2","0","4331.37",NA,NA,NA,NA,NA,NA
"1634","ABC1634","PB","PB2","10","CHE","4","39","0","14.02","0","3","1","2826.97","6763.67","246","6.9","0",NA,NA
"1635","ABC1635","SB","SB5","5","HYD","3","53","0","27.04","0","3","0","2140.72",NA,NA,NA,NA,NA,NA
"1636","ABC1636","SC","SC1","0","BNG","1","46","0","11.18","1","3","1","2032.66","6078.35","335","7.6","1",NA,NA
"1637","ABC1637","PB","PB2","10","KOL","5","36","0","10.97","1","2","0","3591.29",NA,NA,NA,NA,NA,NA
"1638","ABC1638","SC","SC2","1","CHE","4","48","0","19.51","1","3","0","1998.99",NA,NA,NA,NA,NA,NA
"1639","ABC1639","SB","SB3","8","HYD","3","43","1","12.03","0","3","1","2202.73","8415.79","278","6.2","0",NA,NA
"1640","ABC1640","PB","PB2","10","CHE","4","44","0","18.45","1","3","0","2725.66",NA,NA,NA,NA,NA,NA
"1641","ABC1641","SB","SB3","8","CHE","4","43","0","14.54","1","1","0","2310.44",NA,NA,NA,NA,NA,NA
"1642","ABC1642","PB","PB2","10","KOL","5","36","1","6.32","0","2","1","3522.02","9489.26","226","6.7","0",NA,NA
"1643","ABC1643","SC","SC3","2","DEL","2","38","1","10.86","0","3","2","1660.46","4209.95","205","6.8","1","1","312"
"1644","ABC1644","PB","PB1","9","DEL","2","43","0","21.47","0","3","1","3339.26","6458.94","252","6.5","0",NA,NA
"1645","ABC1645","SC","SC3","2","DEL","2","42","0","12.6","0","1","1","4327.66","6874.97","255","8.2","0",NA,NA
"1646","ABC1646","SC","SC2","1","MUM","0","45","1","12.23","1","3","1","2286.17","7918.49","212","8.6","1",NA,NA
"1647","ABC1647","SC","SC1","0","DEL","2","39","0","11.02","1","3","1","1836.92","9117.65","307","7.3","1",NA,NA
"1648","ABC1648","PB","PB2","10","KOL","5","46","0","21.2","0","3","1","3082.98","9091.15","238","7.1","0",NA,NA
"1649","ABC1649","SC","SC4","3","CHE","4","37","1","5.28","1","2","2","5036.87","3263.73","178","5.8","0","0",NA
"1650","ABC1650","PB","PB1","9","MUM","0","48","0","8.83","0","3","1","2545.51","7740.25","216","7.4","1",NA,NA
"1651","ABC1651","PB","PB2","10","HYD","3","46","1","16.6","0","3","0","3048.3",NA,NA,NA,NA,NA,NA
"1652","ABC1652","PB","PB2","10","KOL","5","40","0","8.19","1","2","1","3246.57","7470.26","256","6.7","0",NA,NA
"1653","ABC1653","PB","PB2","10","DEL","2","30","0","9.5","1","3","1","3056.52","6974.41","207","7.7","0",NA,NA
"1654","ABC1654","SC","SC2","1","HYD","3","42","0","17.86","0","3","1","1493.55","8961.02","266","7.3","0",NA,NA
"1655","ABC1655","PB","PB2","10","MUM","0","36","1","6.82","1","3","2","2758.33","4523.26","197","6.4","0","0",NA
"1656","ABC1656","SB","SB3","8","HYD","3","40","0","12.74","0","2","2","3898.69","2239.38","165","7.7","0","0",NA
"1657","ABC1657","SC","SC1","0","DEL","2","41","0","19.75","0","3","2","1837.75","3429.46","192","8","0","0",NA
"1658","ABC1658","SB","SB4","7","KOL","5","43","0","16.65","1","3","1","1976.52","7505.39","331","6.9","0",NA,NA
"1659","ABC1659","SB","SB1","6","HYD","3","46","0","16.4","1","3","0","2082.78",NA,NA,NA,NA,NA,NA
"1660","ABC1660","PB","PB1","9","CHE","4","41","1","8.78","1","2","1","2750.62","6647.2","294","8.1","0",NA,NA
"1661","ABC1661","SB","SB3","8","KOL","5","39","0","10.82","0","3","0","1724.57",NA,NA,NA,NA,NA,NA
"1662","ABC1662","PB","PB2","10","MUM","0","41","0","16.81","0","3","2","2739.74","5161.63","157","7.4","0","0",NA
"1663","ABC1663","PB","PB1","9","BNG","1","32","1","1.3","1","2","0","4697.21",NA,NA,NA,NA,NA,NA
"1664","ABC1664","SC","SC4","3","CHE","4","35","0","10.98","0","3","1","2257.98","8571.57","210","6.7","0",NA,NA
"1665","ABC1665","PB","PB1","9","DEL","2","39","1","10.75","1","2","1","4894.28","7412.83","287","7.3","0",NA,NA
"1666","ABC1666","SB","SB3","8","HYD","3","34","0","13.39","1","3","1","2406.85","10223.04","294","7.6","0",NA,NA
"1667","ABC1667","SC","SC2","1","HYD","3","35","1","1.98","0","3","1","2134.32","8007.89","262","5.5","0",NA,NA
"1668","ABC1668","PB","PB1","9","BNG","1","47","0","16.55","0","3","1","2966.81","6661.82","231","6.8","0",NA,NA
"1669","ABC1669","PB","PB2","10","KOL","5","50","0","19.27","0","3","0","2993.83",NA,NA,NA,NA,NA,NA
"1670","ABC1670","SC","SC4","3","CHE","4","38","0","13.36","1","3","1","1997.88","7808.42","249","6.1","0",NA,NA
"1671","ABC1671","SC","SC3","2","MUM","0","46","0","19.15","0","3","0","2038.03",NA,NA,NA,NA,NA,NA
"1672","ABC1672","SC","SC3","2","KOL","5","44","0","17.11","0","2","1","4033.5","7400.36","245","6.4","0",NA,NA
"1673","ABC1673","SB","SB3","8","MUM","0","40","0","8.14","0","3","1","2497.72","7130.54","185","6.7","0",NA,NA
"1674","ABC1674","PB","PB1","9","CHE","4","39","0","11.11","0","2","2","3301.59","4833.78","168","6.7","1","0",NA
"1675","ABC1675","SC","SC1","0","DEL","2","32","1","5.23","0","2","2","4598.32","3087.88","187","5.5","1","0",NA
"1676","ABC1676","SB","SB1","6","DEL","2","46","0","23.73","0","3","2","1286.27","2689.02","177","7.5","1","0",NA
"1677","ABC1677","SC","SC3","2","CHE","4","41","1","10.26","0","3","2","2442.04","2502.92","164","9","0","0",NA
"1678","ABC1678","SB","SB1","6","CHE","4","44","0","16.24","0","3","1","1459.64","8576.19","302","7.5","0",NA,NA
"1679","ABC1679","SC","SC4","3","HYD","3","52","0","23.12","0","2","2","4208.52","3762.93","195","7.8","0","0",NA
"1680","ABC1680","SC","SC4","3","MUM","0","37","0","11.8","0","2","1","4206.97","6167.95","263","6.8","0",NA,NA
"1681","ABC1681","PB","PB1","9","DEL","2","33","0","4.35","1","3","0","2665.96",NA,NA,NA,NA,NA,NA
"1682","ABC1682","SC","SC1","0","MUM","0","38","1","5.46","0","2","1","4610.29","8398.1","248","7.3","1",NA,NA
"1683","ABC1683","SB","SB4","7","HYD","3","39","0","17","1","3","1","1455.1","8527.89","251","6.5","0",NA,NA
"1684","ABC1684","SC","SC4","3","MUM","0","55","0","31.47","0","3","1","1925.29","8285.69","243","7","0",NA,NA
"1685","ABC1685","SC","SC3","2","CHE","4","37","0","17.81","1","1","0","4868.34",NA,NA,NA,NA,NA,NA
"1686","ABC1686","SB","SB5","5","HYD","3","37","1","8.66","1","3","1","1833.4","8105.7","296","6.6","0",NA,NA
"1687","ABC1687","SB","SB5","5","KOL","5","30","0","7.55","1","3","1","1849.33","8796.98","271","6.7","1",NA,NA
"1688","ABC1688","SC","SC2","1","KOL","5","41","0","16.65","1","2","1","4529.84","8871.85","280","8.4","0",NA,NA
"1689","ABC1689","PB","PB2","10","MUM","0","43","0","17.47","1","3","2","3190.75","4864.28","191","7.5","1","0",NA
"1690","ABC1690","SB","SB4","7","BNG","1","36","0","12.75","1","3","1","1938.36","8029.25","264","6.9","0",NA,NA
"1691","ABC1691","PB","PB2","10","KOL","5","42","1","12.46","0","2","2","5003.02","4908.51","207","6.2","0","0",NA
"1692","ABC1692","PB","PB2","10","CHE","4","40","0","15.12","1","3","0","3310.69",NA,NA,NA,NA,NA,NA
"1693","ABC1693","SB","SB5","5","KOL","5","38","0","10.38","1","3","0","1628.91",NA,NA,NA,NA,NA,NA
"1694","ABC1694","SB","SB1","6","DEL","2","29","0","0.21","0","3","1","2056.84","8964.54","165","8.7","0",NA,NA
"1695","ABC1695","SB","SB1","6","KOL","5","45","0","16.18","1","3","1","1998.27","8799.59","250","7.1","0",NA,NA
"1696","ABC1696","SB","SB3","8","HYD","3","35","0","10.7","0","1","0","2417.96",NA,NA,NA,NA,NA,NA
"1697","ABC1697","SB","SB2","4","DEL","2","55","0","24.25","0","2","1","3724.65","8705.26","176","7.1","0",NA,NA
"1698","ABC1698","PB","PB2","10","HYD","3","47","0","17.51","0","3","2","2213.95","5295.85","195","7.7","0","1","275"
"1699","ABC1699","SB","SB3","8","CHE","4","43","0","20.85","0","3","2","1848.07","2031.51","171","7.2","0","0",NA
"1700","ABC1700","SB","SB1","6","DEL","2","38","0","11.05","0","2","1","3755.48","7643.82","331","7.5","0",NA,NA
"1701","ABC1701","SB","SB3","8","CHE","4","41","0","13.55","0","3","2","1843.55","3178.45","172","7.4","0","0",NA
"1702","ABC1702","SB","SB2","4","HYD","3","54","1","18.55","0","3","1","2508.61","7679.2","224","8.1","0",NA,NA
"1703","ABC1703","PB","PB1","9","MUM","0","36","0","13.67","1","3","0","3018.56",NA,NA,NA,NA,NA,NA
"1704","ABC1704","PB","PB2","10","BNG","1","36","0","9.06","0","2","1","4514.64","7578.82","219","7","0",NA,NA
"1705","ABC1705","SC","SC4","3","CHE","4","31","0","14.29","0","3","0","2206.37",NA,NA,NA,NA,NA,NA
"1706","ABC1706","SB","SB5","5","DEL","2","41","0","13.47","1","3","1","1952.71","8036.68","214","8.2","0",NA,NA
"1707","ABC1707","PB","PB2","10","MUM","0","36","0","11.72","0","3","1","2924.42","7583.66","286","6.3","0",NA,NA
"1708","ABC1708","PB","PB2","10","KOL","5","40","0","12.21","0","2","1","3253.29","8469.86","228","8.2","0",NA,NA
"1709","ABC1709","PB","PB1","9","KOL","5","44","0","14.34","0","2","1","4586.13","9043.93","316","9.3","1",NA,NA
"1710","ABC1710","SC","SC1","0","CHE","4","39","0","14.73","1","3","0","1714.81",NA,NA,NA,NA,NA,NA
"1711","ABC1711","SC","SC3","2","MUM","0","40","0","11.73","0","2","0","3842.07",NA,NA,NA,NA,NA,NA
"1712","ABC1712","PB","PB1","9","BNG","1","46","0","18.57","0","2","0","4751.47",NA,NA,NA,NA,NA,NA
"1713","ABC1713","SC","SC3","2","DEL","2","34","0","11.79","1","3","1","2638.37","7139.57","270","7","0",NA,NA
"1714","ABC1714","SC","SC3","2","DEL","2","41","0","7.74","1","3","1","1121.76","8055.93","297","6.4","1",NA,NA
"1715","ABC1715","PB","PB1","9","CHE","4","47","0","16.26","0","3","0","3448.34",NA,NA,NA,NA,NA,NA
"1716","ABC1716","SC","SC2","1","DEL","2","46","0","17.61","1","3","2","2399.11","2255.33","162","7","0","0",NA
"1717","ABC1717","SB","SB3","8","DEL","2","35","0","12","1","3","1","1940.78","7908.45","243","6.6","0",NA,NA
"1718","ABC1718","PB","PB2","10","CHE","4","34","1","6.98","1","3","2","3275.08","5607.62","184","5","0","1","251"
"1719","ABC1719","PB","PB2","10","DEL","2","50","0","11.57","0","3","1","2533.03","8750.34","202","6.2","0",NA,NA
"1720","ABC1720","SC","SC3","2","BNG","1","32","1","1.9","0","3","0","1972.26",NA,NA,NA,NA,NA,NA
"1721","ABC1721","SC","SC4","3","BNG","1","39","0","11.61","0","1","1","6595.97","8786.99","243","9.2","0",NA,NA
"1722","ABC1722","SC","SC3","2","BNG","1","37","0","18.1","0","3","1","1335.75","8682.17","253","5.1","0",NA,NA
"1723","ABC1723","SB","SB5","5","HYD","3","35","0","5.91","0","3","0","2459.54",NA,NA,NA,NA,NA,NA
"1724","ABC1724","SB","SB3","8","MUM","0","39","0","11.65","1","3","1","2139.73","9326.14","258","5.3","0",NA,NA
"1725","ABC1725","SB","SB1","6","KOL","5","43","0","16.57","1","3","1","1850.84","6893.52","235","5.5","0",NA,NA
"1726","ABC1726","SB","SB5","5","BNG","1","32","1","4.37","1","3","0","1831.83",NA,NA,NA,NA,NA,NA
"1727","ABC1727","PB","PB2","10","HYD","3","43","1","12.85","1","3","2","2802.22","5410.67","207","6.3","1","0",NA
"1728","ABC1728","SB","SB4","7","CHE","4","34","0","11.89","0","1","2","4558.16","2930.88","198","6.5","0","0",NA
"1729","ABC1729","PB","PB2","10","CHE","4","49","1","15.34","1","3","1","2718.12","6043.09","250","6.1","0",NA,NA
"1730","ABC1730","PB","PB2","10","BNG","1","42","1","8.64","0","3","1","2696.61","8867.62","205","8.1","0",NA,NA
"1731","ABC1731","SB","SB1","6","DEL","2","44","0","15.84","0","2","1","4607.31","10051.99","290","5.3","0",NA,NA
"1732","ABC1732","SB","SB4","7","HYD","3","36","0","15.38","0","3","2","1842.68","3130.8","166","6.2","1","0",NA
"1733","ABC1733","PB","PB2","10","HYD","3","46","1","11.64","0","3","1","2945.77","7323.68","268","6.1","0",NA,NA
"1734","ABC1734","PB","PB1","9","DEL","2","45","1","14.04","1","2","1","4067.09","7298.43","265","7.3","0",NA,NA
"1735","ABC1735","PB","PB2","10","MUM","0","38","0","7.82","1","2","1","2874.31","8178.18","244","6.3","0",NA,NA
"1736","ABC1736","SC","SC4","3","CHE","4","41","0","20.79","0","3","1","2199.95","8360.53","300","6.9","0",NA,NA
"1737","ABC1737","SC","SC1","0","CHE","4","45","0","17.43","1","3","1","2196.96","7836.04","261","6.4","0",NA,NA
"1738","ABC1738","SB","SB3","8","MUM","0","34","0","10.74","1","3","1","2454.29","7558.15","241","8.2","0",NA,NA
"1739","ABC1739","PB","PB1","9","KOL","5","38","0","12.96","1","3","1","3721.47","7428.17","264","7.6","1",NA,NA
"1740","ABC1740","SB","SB5","5","CHE","4","32","1","0.13","1","2","0","3329.86",NA,NA,NA,NA,NA,NA
"1741","ABC1741","SC","SC3","2","KOL","5","46","1","11.06","1","1","2","4464.77","3332.08","183","6.2","0","0",NA
"1742","ABC1742","SB","SB4","7","CHE","4","42","0","18.94","0","3","2","1642.84","2772.33","173","6.8","0","0",NA
"1743","ABC1743","PB","PB1","9","MUM","0","34","0","7.62","1","3","1","3022.81","9552.64","282","6.8","0",NA,NA
"1744","ABC1744","SB","SB1","6","BNG","1","41","1","12.53","1","2","2","3204.85","2721.56","191","6","0","0",NA
"1745","ABC1745","SB","SB5","5","KOL","5","43","0","21.4","0","2","2","3841.31","3327.56","187","6.7","0","0",NA
"1746","ABC1746","SB","SB3","8","DEL","2","46","0","22.34","0","3","2","2276.08","2860.55","192","5.8","0","0",NA
"1747","ABC1747","SB","SB1","6","MUM","0","43","0","17.81","0","3","1","2089.94","8008.77","296","7.7","1",NA,NA
"1748","ABC1748","PB","PB1","9","DEL","2","47","0","19.77","1","2","0","4128.48",NA,NA,NA,NA,NA,NA
"1749","ABC1749","PB","PB2","10","DEL","2","42","1","14.72","0","2","0","2946.56",NA,NA,NA,NA,NA,NA
"1750","ABC1750","PB","PB1","9","HYD","3","46","0","22.97","0","3","2","3372.36","4853.56","174","8.3","1","0",NA
"1751","ABC1751","PB","PB2","10","HYD","3","40","0","11.09","0","3","0","3190.9",NA,NA,NA,NA,NA,NA
"1752","ABC1752","PB","PB1","9","MUM","0","51","0","22.11","0","3","2","3326.64","4514.41","200","8.5","0","0",NA
"1753","ABC1753","PB","PB1","9","HYD","3","42","1","9.96","1","3","1","2854.13","9094.58","256","7","0",NA,NA
"1754","ABC1754","PB","PB2","10","DEL","2","41","0","13.16","1","3","1","3064.63","5830","208","5.6","1",NA,NA
"1755","ABC1755","SC","SC2","1","BNG","1","41","0","12.71","0","1","1","5042.7","8620.51","214","7.3","0",NA,NA
"1756","ABC1756","SC","SC3","2","MUM","0","43","0","17.64","0","3","1","2058.57","8678.52","252","7.7","0",NA,NA
"1757","ABC1757","SB","SB5","5","HYD","3","39","0","16.22","0","2","0","4678.56",NA,NA,NA,NA,NA,NA
"1758","ABC1758","SB","SB5","5","MUM","0","37","1","11.91","0","3","2","2092.76","3482.65","215","7","1","0",NA
"1759","ABC1759","SC","SC2","1","MUM","0","34","0","8.88","0","2","0","3799.54",NA,NA,NA,NA,NA,NA
"1760","ABC1760","SC","SC2","1","KOL","5","32","0","4.48","1","2","0","3707.6",NA,NA,NA,NA,NA,NA
"1761","ABC1761","PB","PB2","10","BNG","1","40","0","19.35","1","3","1","2935.97","7645.85","226","5.9","0",NA,NA
"1762","ABC1762","SB","SB1","6","BNG","1","38","1","8.48","0","3","1","2760.28","9189.7","271","7.3","0",NA,NA
"1763","ABC1763","PB","PB1","9","HYD","3","36","1","7.33","1","2","1","4552.41","8596.72","324","7.7","0",NA,NA
"1764","ABC1764","PB","PB2","10","MUM","0","39","0","9.38","1","3","1","3272.76","8436.59","319","7.2","0",NA,NA
"1765","ABC1765","PB","PB1","9","MUM","0","35","0","11.05","1","3","0","3089.34",NA,NA,NA,NA,NA,NA
"1766","ABC1766","SC","SC1","0","BNG","1","38","1","2.73","0","1","1","5241.52","9293.09","287","7.7","0",NA,NA
"1767","ABC1767","SB","SB4","7","MUM","0","32","0","11.87","1","2","1","3851.57","7910.2","257","7.4","0",NA,NA
"1768","ABC1768","SC","SC2","1","CHE","4","39","0","18.34","0","3","1","1651.47","7780.96","210","6","0",NA,NA
"1769","ABC1769","PB","PB1","9","KOL","5","45","0","19.84","1","3","0","2331.59",NA,NA,NA,NA,NA,NA
"1770","ABC1770","PB","PB2","10","DEL","2","41","0","16.63","1","2","1","4780.43","7732.44","261","4.8","0",NA,NA
"1771","ABC1771","PB","PB1","9","MUM","0","40","1","12","1","3","0","2676.88",NA,NA,NA,NA,NA,NA
"1772","ABC1772","SC","SC3","2","HYD","3","58","0","28.57","0","3","0","2127.19",NA,NA,NA,NA,NA,NA
"1773","ABC1773","SC","SC1","0","HYD","3","30","0","2.35","0","2","1","5437.56","8518.28","292","7.3","0",NA,NA
"1774","ABC1774","SC","SC4","3","MUM","0","48","0","18.3","1","3","1","1210.68","6678.01","251","6.8","1",NA,NA
"1775","ABC1775","SB","SB3","8","BNG","1","35","0","13.78","0","1","0","6092.1",NA,NA,NA,NA,NA,NA
"1776","ABC1776","SC","SC1","0","HYD","3","39","0","10.34","1","3","1","2283.61","7207.6","252","6.9","0",NA,NA
"1777","ABC1777","SB","SB3","8","MUM","0","47","0","14.02","1","3","2","2488.1","3323.82","169","9.6","0","0",NA
"1778","ABC1778","SB","SB2","4","MUM","0","46","0","16.68","1","3","1","1764.75","8282.86","199","6.9","0",NA,NA
"1779","ABC1779","SB","SB5","5","DEL","2","40","1","10.17","0","3","2","2052.9","2577.66","184","8.5","1","0",NA
"1780","ABC1780","SB","SB3","8","BNG","1","35","1","7.05","1","3","0","1815.51",NA,NA,NA,NA,NA,NA
"1781","ABC1781","PB","PB2","10","MUM","0","34","0","13.47","0","3","2","3214.9","4271.83","188","9.3","1","0",NA
"1782","ABC1782","SB","SB4","7","BNG","1","45","0","21.28","0","1","1","4547.57","6859.93","215","8.3","0",NA,NA
"1783","ABC1783","PB","PB1","9","MUM","0","40","1","9.5","1","3","2","2496.85","5609.41","192","5.9","1","0",NA
"1784","ABC1784","PB","PB1","9","MUM","0","40","0","14.95","1","3","2","3276.97","4833.93","195","8.5","0","0",NA
"1785","ABC1785","SC","SC2","1","HYD","3","50","1","13.19","0","3","2","2165.75","3826.56","185","7","0","1","325"
"1786","ABC1786","SC","SC1","0","DEL","2","35","0","13.73","0","3","2","2392.32","3021","187","8.4","0","0",NA
"1787","ABC1787","SC","SC4","3","BNG","1","48","0","13.43","0","2","2","3735.97","2667.36","164","4.9","0","1","345"
"1788","ABC1788","SB","SB4","7","DEL","2","44","0","10.27","0","3","0","1226.27",NA,NA,NA,NA,NA,NA
"1789","ABC1789","PB","PB2","10","HYD","3","39","1","9.65","0","2","1","4260.5","6745.55","257","5.4","1",NA,NA
"1790","ABC1790","SC","SC1","0","HYD","3","46","0","11.04","0","3","0","1888.38",NA,NA,NA,NA,NA,NA
"1791","ABC1791","SB","SB5","5","HYD","3","32","0","10.91","1","1","1","5260.88","9118.75","220","7.4","0",NA,NA
"1792","ABC1792","PB","PB1","9","HYD","3","36","0","11.33","1","3","1","3048.38","10037.2","374","6.4","0",NA,NA
"1793","ABC1793","PB","PB1","9","KOL","5","33","0","5.46","0","3","1","2810.2","8179.27","229","6.2","0",NA,NA
"1794","ABC1794","SC","SC4","3","MUM","0","43","0","18.21","0","2","2","4463.99","2872.47","171","7.5","0","0",NA
"1795","ABC1795","PB","PB1","9","KOL","5","39","0","13.55","0","0","1",NA,"8169.25","292","7.6","0",NA,NA
"1796","ABC1796","PB","PB1","9","CHE","4","34","1","4.96","1","3","0","3400.62",NA,NA,NA,NA,NA,NA
"1797","ABC1797","SB","SB2","4","CHE","4","34","0","11.68","1","3","1","1861.86","8113.15","352","8.1","0",NA,NA
"1798","ABC1798","PB","PB2","10","KOL","5","36","0","12","1","3","1","2832.04","8484.7","243","6.7","0",NA,NA
"1799","ABC1799","SB","SB2","4","CHE","4","44","1","18.19","1","1","0","5810.7",NA,NA,NA,NA,NA,NA
"1800","ABC1800","SB","SB4","7","DEL","2","43","1","15.68","1","3","0","1905.78",NA,NA,NA,NA,NA,NA
"1801","ABC1801","SB","SB5","5","CHE","4","36","1","8.1","0","3","1","1703.15","7660","236","5.7","0",NA,NA
"1802","ABC1802","PB","PB1","9","DEL","2","48","1","17.9","1","3","2","2646.65","5173.59","181","7.1","0","0",NA
"1803","ABC1803","SB","SB3","8","DEL","2","40","0","17.01","0","3","2","2117.71","3268.56","175","7","1","0",NA
